Provider CCN,Hospital Name,State Code,Medicare CBSA Number,cbsa,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,fte_per_1000_days,fte_per_bed,cbsa_str,Facility ID,Facility Name,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Safety Group Measure Count,READM Group Measure Count,Pt Exp Group Measure Count,TE Group Measure Count,AREA,AREA_TITLE_msa,PRIM_STATE_msa,TOT_EMP_msa,JOBS_1000_msa,A_MEAN_msa,H_MEAN_msa,PRIM_STATE,TOT_EMP_state,JOBS_1000_state,A_MEAN_state,H_MEAN_state,rn_emp_best,rn_jobs_per_1000_best,rn_wage_best,rn_hourly_best
040164,UNITY HEALTH - JACKSONVILLE,AR,30780.0,30780.0,2023-06-09,2023-09-30,50.16,991.0,29.0,50.61553985872855,1.729655172413793,30780.0,040164,UNITY HEALTH - JACKSONVILLE,AR,72076,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,AR,28320.0,21.97,77720.0,37.36,28320.0,21.97,77720.0,37.36
050013,ADVENTIST HEALTH ST. HELENA,CA,34900.0,34900.0,2023-01-01,2023-12-31,640.57,18948.0,141.0,33.80673421997045,4.543049645390071,34900.0,050013,ADVENTIST HEALTH ST HELENA,CA,94574,Acute Care Hospitals,Voluntary non-profit - Private,No,,4.0,,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
050089,COMMUNITY HOSPITAL OF SAN BERNARDINO,CA,40140.0,40140.0,2023-01-01,2023-12-31,897.05,26134.0,185.0,34.325017218948496,4.848918918918919,40140.0,050089,COMMUNITY HOSPITAL OF SAN BERNARDINO,CA,92411,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
050149,CALIFORNIA HOSPITAL MEDICAL CENTER,CA,31084.0,31084.0,2023-01-01,2023-12-31,1571.03,80563.0,318.0,19.50063925126919,4.940345911949685,31084.0,050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,CA,90015,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
054151,AURORA SANTA ROSA BEHAVIORAL HEALTH,CA,42220.0,42220.0,2023-01-01,2023-12-31,237.31,33262.0,144.0,7.134567975467501,1.6479861111111112,42220.0,054151,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",CA,95401,Psychiatric,Proprietary,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
063303,CHCO - COLORADO SPRINGS,CO,17820.0,17820.0,2023-01-01,2023-12-31,1029.38,27557.0,117.0,37.35457415538702,8.79811965811966,17820.0,063303,CHILDREN'S HOSPITAL COLORADO - COLORADO SPRINGS,CO,80920,Childrens,Voluntary non-profit - Private,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,CO,54510.0,18.853,95470.0,45.9,54510.0,18.853,95470.0,45.9
114004,SUMMITRIDGE HOSPITAL,GA,12060.0,12060.0,2023-01-01,2023-12-31,93.9,36438.0,96.0,2.5769800757451016,0.978125,12060.0,114004,SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED,GA,30046,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,GA,97410.0,20.059,91960.0,44.21,97410.0,20.059,91960.0,44.21
140202,CONDELL MEDICAL CENTER,IL,29404.0,29404.0,2023-01-01,2023-12-31,1296.81,67564.0,257.0,19.19380143271565,5.045953307392996,29404.0,140202,ADVOCATE CONDELL MEDICAL CENTER,IL,60048,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,IL,139900.0,23.066,91130.0,43.81,139900.0,23.066,91130.0,43.81
140208,ADVOCATE CHRIST HOSPITAL,IL,16984.0,16984.0,2023-01-01,2023-12-31,4481.0,233453.0,725.0,19.194441707752738,6.180689655172414,16984.0,140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,IL,60453,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,IL,139900.0,23.066,91130.0,43.81,139900.0,23.066,91130.0,43.81
140209,METHODIST MEDICAL CTR OF ILLINOIS,IL,37900.0,37900.0,2023-01-01,2023-12-31,2176.97,52572.0,203.0,41.40930533363768,10.723990147783253,37900.0,140209,METHODIST MEDICAL CENTER OF ILLINOIS,IL,61636,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1.0,,7,8,11,8,12,,,,,,,,IL,139900.0,23.066,91130.0,43.81,139900.0,23.066,91130.0,43.81
190308,ST. BERNARD PARISH HOSPITAL,LA,35380.0,35380.0,2023-01-01,2023-12-31,246.81,4324.0,40.0,57.0790934320074,6.17025,35380.0,190308,ST BERNARD PARISH HOSPITAL,LA,70043,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
194102,BEACON BEHAVIORAL HOSPITAL- LUTCHER,LA,35380.0,35380.0,2023-01-01,2023-12-31,171.0,6468.0,19.0,26.437847866419293,9.0,35380.0,194102,BEACON BEHAVIORAL HOSPITAL - LUTCHER,LA,70071,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
194114,RIVER PLACE BEHAVIORAL HEALTH,LA,35380.0,35380.0,2023-01-01,2023-12-31,151.09,26359.0,104.0,5.732008042793733,1.4527884615384616,35380.0,194114,RIVER PLACE BEHAVIORAL HEALTH,LA,70068,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,LA,46790.0,24.479,84110.0,40.44,46790.0,24.479,84110.0,40.44
230035,COREWELL HEALTH GREENVILLE HOSPITAL,MI,24340.0,24340.0,2023-01-01,2023-12-31,381.41,8615.0,44.0,44.272780034822986,8.668409090909092,24340.0,230035,SPECTRUM HEALTH UNITED HOSPITAL,MI,48838,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,4.0,,7,8,11,8,12,,,,,,,,MI,104210.0,23.735,90580.0,43.55,104210.0,23.735,90580.0,43.55
230275,HEALTHSOURCE SAGINAW  INC.,MI,40980.0,40980.0,2023-01-01,2023-12-31,190.9,820.0,7.0,232.8048780487805,27.27142857142857,40980.0,230275,HEALTHSOURCE SAGINAW,MI,48603,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,,16,7,8,11,8,12,,,,,,,,MI,104210.0,23.735,90580.0,43.55,104210.0,23.735,90580.0,43.55
231313,HARBOR BEACH COMMUNITY HOSPITAL,MI,99923.0,99923.0,2023-01-01,2023-12-31,93.67,170.0,15.0,551.0,6.244666666666666,99923.0,231313,HARBOR BEACH COMMUNITY HOSPITAL,MI,48441,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,MI,104210.0,23.735,90580.0,43.55,104210.0,23.735,90580.0,43.55
240080,UNIVERSITY OF MINNESOTA MEDICAL CTR,MN,33460.0,33460.0,2023-01-01,2023-12-31,5810.2,191209.0,647.0,30.386644980100307,8.980216383307573,33460.0,240080,M HEALTH FAIRVIEW UNIVERSITY OF MN,MN,55454,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,MN,64740.0,22.167,99460.0,47.82,64740.0,22.167,99460.0,47.82
240106,REGIONS HOSPITAL,MN,33460.0,33460.0,2023-01-01,2023-12-31,4260.64,142006.0,429.0,30.0032392997479,9.931561771561771,33460.0,240106,REGIONS HOSPITAL,MN,55101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,MN,64740.0,22.167,99460.0,47.82,64740.0,22.167,99460.0,47.82
241356,MILLE LACS HOSPITAL,MN,33460.0,33460.0,2022-10-01,2023-09-30,250.83,1917.0,18.0,130.8450704225352,13.935,33460.0,241356,MILLE LACS HEALTH SYSTEM,MN,56359,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,16,7,8,11,8,12,,,,,,,,MN,64740.0,22.167,99460.0,47.82,64740.0,22.167,99460.0,47.82
250048,ST. DOMINIC-JACKSON MEMORIAL HOSP,MS,27140.0,27140.0,2023-01-01,2023-12-31,2358.07,119824.0,526.0,19.67944652156497,4.483022813688213,27140.0,250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,MS,39216,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1.0,,7,8,11,8,12,,,,,,,,MS,29400.0,25.351,79470.0,38.21,29400.0,25.351,79470.0,38.21
310017,CHILTON HOSPITAL,NJ,35084.0,35084.0,2023-01-01,2023-12-31,1023.84,39500.0,180.0,25.92,5.688000000000001,35084.0,310017,CHILTON MEDICAL CENTER,NJ,7444,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,NJ,95150.0,22.387,106990.0,51.44,95150.0,22.387,106990.0,51.44
310019,ST. JOSEPHS UNIVERSITY MEDICAL CENT,NJ,35614.0,35614.0,2023-01-01,2023-12-31,4616.16,158972.0,681.0,29.03756636388798,6.778502202643171,35614.0,310019,ST JOSEPH'S UNIVERSITY MEDICAL CENTER INC,NJ,7503,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,3.0,,7,8,11,8,12,,,,,,,,NJ,95150.0,22.387,106990.0,51.44,95150.0,22.387,106990.0,51.44
310027,TRINITAS HOSPITAL,NJ,35084.0,35084.0,2023-01-01,2023-12-31,1737.85,43012.0,182.0,40.40384078861712,9.548626373626371,35084.0,310027,TRINITAS REGIONAL MEDICAL CENTER,NJ,7207,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,NJ,95150.0,22.387,106990.0,51.44,95150.0,22.387,106990.0,51.44
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPI,NJ,35154.0,35154.0,2023-01-01,2023-12-31,3943.46,201119.0,630.0,19.60759550315982,6.259460317460317,35154.0,310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NJ,8901,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,NJ,95150.0,22.387,106990.0,51.44,95150.0,22.387,106990.0,51.44
330045,HUNTINGTON HOSPITAL,NY,35004.0,35004.0,2023-01-01,2023-12-31,2759.57,81427.0,269.0,33.89011016002064,10.258624535315986,35004.0,330045,NS/LIJ HS HUNTINGTON HOSPITAL,NY,11743,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
330046,MOUNT SINAI ST. LUKES ROOSEVELT HOSP,NY,35614.0,35614.0,2023-01-01,2023-12-31,6351.25,214967.0,633.0,29.545232524061834,10.033570300157978,35614.0,330046,MOUNT SINAI WEST,NY,10019,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
330058,GENEVA GENERAL HOSPITAL,NY,40380.0,40380.0,2023-01-01,2023-12-31,614.29,12597.0,117.0,48.76478526633325,5.25034188034188,40380.0,330058,GENEVA GENERAL HOSPITAL,NY,14456,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,1.0,,7,8,11,8,12,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
330059,MONTEFIORE MEDICAL CENTER,NY,35614.0,35614.0,2023-01-01,2023-12-31,17832.5,460280.0,1444.0,38.74272182149996,12.34937673130194,35614.0,330059,MONTEFIORE MEDICAL CENTER,NY,10467,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTE,NY,15380.0,15380.0,2023-01-01,2023-12-31,778.68,24607.0,133.0,31.64465396025521,5.854736842105263,15380.0,330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,NY,14302,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,1.0,,7,8,11,8,12,,,,,,,,NY,204120.0,21.392,110490.0,53.12,204120.0,21.392,110490.0,53.12
360056,MERCY HEALTH - FAIRFIELD HOSPITAL,OH,17140.0,17140.0,2023-01-01,2023-12-31,938.08,50772.0,204.0,18.476325533758764,4.59843137254902,17140.0,360056,MERCY HEALTH - FAIRFIELD HOSPITAL,OH,45014,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
360066,ST. RITAS MEDICAL CENTER LLC,OH,30620.0,30620.0,2023-01-01,2023-12-31,1386.92,69270.0,329.0,20.021943121120252,4.215562310030395,30620.0,360066,MERCY HEALTH-ST RITA'S MEDICAL CENTER,OH,45801,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
360076,ATRIUM MEDICAL CENTER,OH,17140.0,17140.0,2023-01-01,2023-12-31,885.05,38248.0,244.0,23.139772014222967,3.627254098360656,17140.0,360076,ATRIUM MEDICAL CENTER,OH,45005,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
360084,AULTMAN HOSPITAL,OH,15940.0,15940.0,2023-01-01,2023-12-31,3103.96,92281.0,335.0,33.63595973168908,9.26555223880597,15940.0,360084,AULTMAN HOSPITAL,OH,44710,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
360131,ALLIANCE COMMUNITY HOSPITAL,OH,15940.0,15940.0,2023-01-01,2023-12-31,558.65,5547.0,50.0,100.71209662880835,11.173,15940.0,360131,ALLIANCE COMMUNITY HOSPITAL,OH,44601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4.0,,7,8,11,8,12,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
360161,ST. JOSEPH HEALTH CENTER,OH,49660.0,49660.0,2023-01-01,2023-12-31,674.11,37322.0,137.0,18.062000964578534,4.920510948905109,49660.0,360161,MH ST JOSEPH WARREN HOSPITAL,OH,44484,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
360172,MERCY REGIONAL MEDICAL CENTER,OH,17460.0,17460.0,2023-01-01,2023-12-31,805.66,31769.0,149.0,25.35994208190374,5.407114093959732,17460.0,360172,MERCY REGIONAL MEDICAL CENTER,OH,44053,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
360174,UPPER VALLEY MEDICAL CENTER,OH,19430.0,19430.0,2023-01-01,2023-12-31,626.07,22812.0,139.0,27.44476591267754,4.504100719424461,19430.0,360174,UPPER VALLEY MEDICAL CENTER,OH,45373,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4.0,,7,8,11,8,12,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
360203,SOUTHEASTERN OHIO REG MED CTR,OH,99936.0,99936.0,2023-01-01,2023-12-31,785.11,9103.0,86.0,86.24739097000989,9.129186046511627,99936.0,360203,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,OH,43725,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
360218,LICKING MEMORIAL HOSPITAL,OH,18140.0,18140.0,2023-01-01,2023-12-31,1572.0,30078.0,219.0,52.26411330540594,7.178082191780822,18140.0,360218,LICKING MEMORIAL HOSPITAL,OH,43055,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
360234,MERCY HEALTH WEST HOSPITAL,OH,17140.0,17140.0,2023-01-01,2023-12-31,983.57,55433.0,205.0,17.74340194468999,4.797902439024391,17140.0,360234,MERCY HEALTH - WEST HOSPITAL,OH,45211,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
360276,ST ELIZABETH BOARDMAN HEALTH CTR,OH,49660.0,49660.0,2023-01-01,2023-12-31,884.02,64129.0,210.0,13.785027054842582,4.209619047619047,49660.0,360276,HMHP ST ELIZABETH BOARDMAN HEALTH CENTER,OH,44512,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
361310,MERCY HEALTH-WILLARD HOSPITAL LLC,OH,99936.0,99936.0,2023-01-01,2023-12-31,103.1,1643.0,20.0,62.75106512477176,5.154999999999999,99936.0,361310,MERCY HEALTH - WILLARD HOSPITAL,OH,44890,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
364056,ASSURANCE HEALTH CINCINNATI,OH,17140.0,17140.0,2023-01-01,2023-12-31,44.62,7658.0,28.0,5.826586576129537,1.5935714285714284,17140.0,364056,ASSURANCE HEALTH CINCINNATI LLC,OH,45242,Psychiatric,Voluntary non-profit - Private,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,OH,138360.0,25.037,86110.0,41.4,138360.0,25.037,86110.0,41.4
380038,PROVIDENCE WILLAMETTE FALLS MED CTR,OR,38900.0,38900.0,2023-01-01,2023-12-31,568.5,23979.0,101.0,23.70824471412486,5.628712871287129,38900.0,380038,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,OR,97045,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,OR,39900.0,20.3,120470.0,57.92,39900.0,20.3,120470.0,57.92
380082,PROVIDENCE MILWAUKIE HOSPITAL,OR,38900.0,38900.0,2023-01-01,2023-12-31,459.43,12549.0,47.0,36.61088532950833,9.775106382978723,38900.0,380082,PROVIDENCE MILWAUKIE HOSPITAL,OR,97222,Acute Care Hospitals,Voluntary non-profit - Church,No,,3.0,,7,8,11,8,12,,,,,,,,OR,39900.0,20.3,120470.0,57.92,39900.0,20.3,120470.0,57.92
400137,DOCTORS CENTER HOSPITAL OH-DORADO,PR,41980.0,41980.0,2023-02-13,2023-09-30,127.26,9601.0,50.0,13.254869284449535,2.5452,41980.0,400137,DOCTORS CENTER HOSPITAL ORLANDO HEALTH DORADO,PR,646,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12,,,,,,,,PR,22430.0,23.87,41470.0,19.94,22430.0,23.87,41470.0,19.94
410011,LANDMARK MEDICAL CENTER,RI,39300.0,39300.0,2023-01-01,2023-12-31,485.79,24148.0,113.0,20.11719397051516,4.299026548672567,39300.0,410011,LANDMARK MEDICAL CENTER,RI,2895,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12,,,,,,,,RI,10760.0,21.796,99770.0,47.96,10760.0,21.796,99770.0,47.96
454132,SAN ANTONIO BEHAVIORAL HEALTHCARE,TX,41700.0,41700.0,2023-01-01,2023-12-31,364.64,56165.0,198.0,6.492299474761862,1.8416161616161613,41700.0,454132,SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL,TX,78240,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,TX,261050.0,18.853,91690.0,44.08,261050.0,18.853,91690.0,44.08
490092,SOUTHAMPTON MEMORIAL HOSPITAL,VA,47260.0,47260.0,2023-01-01,2023-12-31,165.93,2952.0,90.0,56.209349593495936,1.8436666666666668,47260.0,490092,BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,VA,23851,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12,,,,,,,,VA,77420.0,19.048,90930.0,43.72,77420.0,19.048,90930.0,43.72
500044,DEACONESS MEDICAL CENTER,WA,44060.0,44060.0,2023-01-01,2023-12-31,1353.71,57471.0,279.0,23.55466235144681,4.8520071684587815,44060.0,500044,DEACONESS MEDICAL CENTER,WA,99210,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,WA,64690.0,18.275,115740.0,55.64,64690.0,18.275,115740.0,55.64
500119,VALLEY HOSPITAL & MEDICAL CENTER,WA,44060.0,44060.0,2023-01-01,2023-12-31,593.71,20829.0,123.0,28.50400883383744,4.826910569105691,44060.0,500119,MULTICARE VALLEY HOSPITAL,WA,99216,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12,,,,,,,,WA,64690.0,18.275,115740.0,55.64,64690.0,18.275,115740.0,55.64
501326,PROVIDENCE MOUNT CARMEL HOSPITAL,WA,44060.0,44060.0,2023-01-01,2023-12-31,223.43,4124.0,25.0,54.177982541222114,8.9372,44060.0,501326,PROVIDENCE MOUNT CARMEL HOSPITAL,WA,99114,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,WA,64690.0,18.275,115740.0,55.64,64690.0,18.275,115740.0,55.64
521307,ADVENTHEALTH DURAND,WI,99952.0,99952.0,2023-01-01,2023-12-31,76.13,464.0,25.0,164.07327586206895,3.0452,99952.0,521307,CHIPPEWA VALLEY HOSPITAL,WI,54736,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,16,7,8,11,8,12,,,,,,,,WI,64960.0,22.219,90450.0,43.48,64960.0,22.219,90450.0,43.48
524042,MIRAMOUNT BEHAVIORAL HEALTH,WI,31540.0,31540.0,2023-01-01,2023-12-31,55.0,9903.0,72.0,5.553872563869535,0.7638888888888888,31540.0,524042,MIRAMONT BEHAVIORAL HEALTH,WI,53562,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,WI,64960.0,22.219,90450.0,43.48,64960.0,22.219,90450.0,43.48
040154,BHMC-CONWAY,AR,30780.0,30780.0,2023-01-01,2023-12-31,481.99,16166.0,106.0,29.81504391933688,4.547075471698113,30780.0,040154,BAPTIST HEALTH MEDICAL CENTER- CONWAY,AR,72032,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,AR,28320.0,21.97,77720.0,37.36,28320.0,21.97,77720.0,37.36
041312,BHMC-HEBER SPRINGS,AR,99904.0,99904.0,2023-01-01,2023-12-31,129.08,1301.0,25.0,99.21598770176789,5.163200000000001,99904.0,041312,BAPTIST HEALTH MEDICAL CENTER HEBER SPRINGS,AR,72543,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12,,,,,,,,AR,28320.0,21.97,77720.0,37.36,28320.0,21.97,77720.0,37.36
050091,COMMUNITY HOSPITAL OF HUNTINGTON PAR,CA,31084.0,31084.0,2023-01-01,2023-12-31,292.57,14494.0,81.0,20.18559403891265,3.6119753086419752,31084.0,050091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,CA,90255,Acute Care Hospitals,Proprietary,Yes,,,16,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
050116,NORTHRIDGE MEDICAL CENTER - ROSCOE,CA,31084.0,31084.0,2023-01-01,2023-12-31,1535.67,66773.0,318.0,22.998367603672147,4.829150943396226,31084.0,050116,NORTHRIDGE HOSPITAL MEDICAL CENTER,CA,91325,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
050180,JOHN MUIR MEDICAL CENTER - WC,CA,36084.0,36084.0,2023-01-01,2023-12-31,2142.81,103525.0,366.0,20.69847862835064,5.854672131147541,36084.0,050180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,CA,94598,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3.0,,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
050290,PROVIDENCE ST JOHNS HEALTH CENTER,CA,31084.0,31084.0,2023-01-01,2023-12-31,1153.41,49790.0,229.0,23.1654950793332,5.036724890829695,31084.0,050290,SAINT JOHN'S HEALTH CENTER,CA,90404,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
050641,EAST LOS ANGELES DOCTORS HOSPITAL,CA,31084.0,31084.0,2023-01-01,2023-12-31,310.42,9358.0,102.0,33.17161786706561,3.043333333333333,31084.0,050641,EAST LOS ANGELES DOCTORS HOSPITAL,CA,90023,Acute Care Hospitals,Proprietary,Yes,Y,,16,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
050708,FRESNO SURGICAL HOSPITAL,CA,23420.0,23420.0,2023-01-01,2023-12-31,295.11,1790.0,27.0,164.8659217877095,10.93,23420.0,050708,FRESNO SURGICAL HOSPITAL,CA,93710,Acute Care Hospitals,Proprietary,No,,,16,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
050771,COAST PLAZA HOSPITAL,CA,31084.0,31084.0,2023-01-01,2023-12-31,237.37,12386.0,117.0,19.164379137736155,2.028803418803419,31084.0,050771,COAST PLAZA HOSPITAL,CA,90650,Acute Care Hospitals,Proprietary,Yes,,1.0,,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
050780,FOOTHILL REG MEDICAL CENTER,CA,11244.0,11244.0,2023-01-01,2023-12-31,269.0,15098.0,111.0,17.816929394621802,2.4234234234234235,11244.0,050780,FOOTHILL REGIONAL MEDICAL CENTER,CA,92780,Acute Care Hospitals,Proprietary,No,,,16,7,8,11,8,12,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
054069,AURORA CHARTER OAK BHS,CA,31084.0,31084.0,2023-01-01,2023-12-31,348.08,48910.0,134.0,7.116745041913719,2.597611940298507,31084.0,054069,AURORA CHARTER OAK,CA,91724,Psychiatric,Voluntary non-profit - Church,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,CA,326720.0,18.093,148330.0,71.31,326720.0,18.093,148330.0,71.31
