Provider CCN,Hospital Name,State Code,Medicare CBSA Number,cbsa,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,fte_per_1000_days,fte_per_bed
161367,PELLA REGIONAL HEALTH CENTER,IA,99916.0,99916,2023-01-01,2023-12-31,560.22,5608.0,25.0,99.89657631954351,22.4088
191313,RIVERSIDE MED CTR,LA,99919.0,99919,2023-01-01,2023-12-31,221.35,1407.0,25.0,157.32054015636103,8.854
192057,SAGE SPECIALTY & REHAB OF LAFAYETTE,LA,29180.0,29180,2023-01-01,2023-12-31,61.0,4166.0,49.0,14.642342774843975,1.2448979591836735
224018,HUMAN RESOURCE INSTITUTE,MA,14454.0,14454,2023-01-01,2023-12-31,172.7,22573.0,66.0,7.650733176804146,2.6166666666666667
231304,HELEN NEWBERRY JOY HOSPITAL,MI,99923.0,99923,2023-01-01,2023-12-31,149.93,1435.0,25.0,104.4808362369338,5.9972
241375,MINNESOTA VALLEY HEALTH CENTER  INC.,MN,33460.0,33460,2023-01-01,2023-12-31,52.36,771.0,9.0,67.9118028534371,5.817777777777778
260214,BELTON REGIONAL MEDICAL CENTER,MO,28140.0,28140,2023-01-01,2023-12-31,291.9,11635.0,62.0,25.088096261280615,4.708064516129032
294013,DESERT PARKWAY BEHAVIORAL HEALTHCARE,NV,29820.0,29820,2023-01-01,2023-12-31,334.05,38307.0,152.0,8.720338319367217,2.1976973684210526
310032,INSPIRA MEDICAL CENTER VINELAND,NJ,47220.0,47220,2023-01-01,2023-12-31,2882.39,80397.0,280.0,35.8519596502357,10.29425
330073,UNITED MEMORIAL MEDICAL CENTER,NY,99933.0,99933,2023-01-01,2023-12-31,797.0,24768.0,126.0,32.178617571059426,6.325396825396825
330074,FREDRICK FERRIS THOMPSON HOSPITAL,NY,40380.0,40380,2023-01-01,2023-12-31,1219.03,25297.0,113.0,48.188718029805905,10.78787610619469
330135,BON SECOURS COMMUNITY HOSPITAL,NY,39100.0,39100,2023-01-01,2023-12-31,344.7,12377.0,62.0,27.850044437262664,5.559677419354839
330153,ELLIS HOSPITAL,NY,10580.0,10580,2023-01-01,2023-12-31,2026.5,63905.0,270.0,31.71113371410688,7.5055555555555555
340187,DAVIE MEDICAL CENTER,NC,49180.0,49180,2023-01-01,2023-12-31,410.18,4511.0,42.0,90.92884061183773,9.766190476190477
370203,COMMUNITY HOSPITAL,OK,36420.0,36420,2023-01-01,2023-12-31,437.65,2889.0,45.0,151.4884042921426,9.725555555555555
370216,TULSA SPINE HOSPITAL,OK,46140.0,46140,2023-01-01,2023-12-31,209.81,2346.0,38.0,89.43307757885763,5.521315789473684
370228,BAILEY MEDICAL CENTER,OK,46140.0,46140,2023-01-01,2023-12-31,207.11,4258.0,33.0,48.640206669798026,6.276060606060606
380014,GOOD SAMARITAN HOSPITAL CORVALLIS,OR,18700.0,18700,2023-01-01,2023-12-31,1931.37,44078.0,169.0,43.81709696447207,11.428224852071006
393054,LANCASTER REHABILITATION HOSPITAL,PA,29540.0,29540,2023-01-01,2023-12-31,128.2,16438.0,59.0,7.7990023117167535,2.172881355932203
400106,HOSPITAL METROPOLITANO,PR,41980.0,41980,2023-01-01,2023-12-31,355.42,21853.0,132.0,16.26412849494349,2.692575757575758
400110,HOSPITAL METROPOLITANO TITO MATTEI,PR,49500.0,49500,2023-01-01,2023-12-31,192.55,10795.0,77.0,17.836961556276055,2.500649350649351
450231,BAPTIST SAINT ANTHONYS HOSPITAL,TX,11100.0,11100,2023-01-01,2023-12-31,1668.74,99054.0,357.0,16.846770448442264,4.674341736694678
450853,BAYLOR MEDICAL CENTER AT FRISCO,TX,19124.0,19124,2023-01-01,2023-12-31,470.8,13021.0,68.0,36.15697719069196,6.923529411764706
450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,TX,19124.0,19124,2023-01-01,2023-12-31,153.06,1305.0,21.0,117.28735632183908,7.288571428571428
451353,CRANE COUNTY HOSPITAL DISTRICT,TX,99945.0,99945,2022-10-01,2023-09-30,54.47,551.0,15.0,98.85662431941923,3.631333333333333
503025,ST. LUKES REHABILITATION INST.,WA,44060.0,44060,2023-01-01,2023-12-31,442.66,16387.0,91.0,27.012876060291696,4.864395604395605
511303,MINNIE HAMILTON HEALTH CARE CENTER,WV,99951.0,99951,2023-01-01,2023-12-31,115.06,699.0,25.0,164.60658082975678,4.6024
520189,AURORA MEDICAL CENTER KENOSHA,WI,29404.0,29404,2023-01-01,2023-12-31,945.31,34580.0,133.0,27.3368999421631,7.1075939849624055
673073,LONGVIEW REHABILITATION HOSPITAL,TX,30980.0,30980,2023-03-01,2023-12-31,71.2,5825.0,36.0,12.223175965665236,1.9777777777777779
010016,SHELBY BAPTIST MEDICAL CENTER,AL,13820.0,13820,2023-01-01,2023-12-31,530.14,36510.0,212.0,14.520405368392222,2.5006603773584906
010086,NORTHWEST MEDICAL CENTER,AL,99901.0,99901,2023-01-01,2023-12-31,182.61,3022.0,28.0,60.42686962276638,6.5217857142857145
010089,WALKER BAPTIST MEDICAL CENTER,AL,99901.0,99901,2023-01-01,2023-12-31,353.25,22446.0,207.0,15.737770649558943,1.7065217391304348
010101,CITIZENS BAPTIST MEDICAL CENTER,AL,99901.0,99901,2023-01-01,2023-12-31,141.4,8269.0,103.0,17.100012093360743,1.3728155339805825
010103,PRINCETON BAPTIST MEDICAL CENTER,AL,13820.0,13820,2023-01-01,2023-12-31,655.6,52277.0,255.0,12.540887962201351,2.570980392156863
010138,HILL HOSPITAL OF SUMTER COUNTY,AL,99901.0,99901,2023-01-01,2023-12-31,44.05,3454.0,33.0,12.753329473074695,1.3348484848484847
010158,RUSSELLVILLE HOSPITAL,AL,99901.0,99901,2023-01-01,2023-12-31,82.24,4898.0,51.0,16.790526745610453,1.6125490196078431
010168,JACK HUGHSTON MEMORIAL HOSPITAL,AL,17980.0,17980,2023-01-01,2023-12-31,299.14,5300.0,47.0,56.44150943396226,6.364680851063829
010174,THOMASVILLE REGIONAL MEDICAL CENTER,AL,99901.0,99901,2023-01-01,2023-12-31,100.35,582.0,29.0,172.42268041237114,3.4603448275862068
011304,OCHSNER CHOCTAW GENERAL,AL,99901.0,99901,2023-01-01,2023-12-31,78.06,2225.0,25.0,35.083146067415726,3.1224000000000003
014018,BEHAVIORAL HEALTH CENTERS,AL,26620.0,26620,2023-01-01,2023-12-31,30.64,5844.0,20.0,5.242984257357975,1.532
030064,BANNER UNIVERSITY MED CENTER TUCSON,AZ,46060.0,46060,2023-01-01,2023-12-31,3669.79,166847.0,559.0,21.994941473325863,6.564919499105546
030111,BANNER UNIVERSITY MED CENTER SOUTH,AZ,46060.0,46060,2023-01-01,2023-12-31,785.12,40266.0,147.0,19.49833606516664,5.340952380952381
030146,HONORHEALTH SONORAN CROSSING MED CTR,AZ,38060.0,38060,2023-01-01,2023-12-31,352.35,11128.0,79.0,31.663371675053916,4.460126582278481
030154,YUMA COMMUNITY HOSPITAL,AZ,49740.0,49740,2023-01-19,2023-12-31,64.46,739.0,9.0,87.22598105548036,7.162222222222222
050204,PALMDALE REGIONAL MEDICAL CENTER,CA,31084.0,31084,2023-01-01,2023-12-31,870.38,43049.0,157.0,20.218355827080767,5.543821656050955
060100,THE MEDICAL CENTER OF AURORA,CO,19740.0,19740,2023-01-01,2023-12-31,1375.83,81312.0,326.0,16.920380755608026,4.220337423312883
061321,MT. SAN RAFAEL HOSPITAL,CO,99906.0,99906,2023-01-01,2023-12-31,157.48,1785.0,25.0,88.22408963585433,6.2992
110002,UPSON REGIONAL MEDICAL CENTER,GA,99911.0,99911,2023-01-01,2023-12-31,630.57,15012.0,81.0,42.00439648281375,7.7848148148148155
110050,ADVENTHEALTH MURRAY,GA,19140.0,19140,2023-01-01,2023-12-31,154.58,2354.0,29.0,65.66694987255735,5.330344827586208
110054,FLOYD MEDICAL CENTER,GA,40660.0,40660,2023-01-01,2023-12-31,2377.81,85404.0,227.0,27.841904360451498,10.474933920704846
110150,ATRIUM HEALTH NAVICENT BALDWIN,GA,99911.0,99911,2023-01-01,2023-12-31,308.87,10577.0,86.0,29.20204216696606,3.5915116279069768
110165,SOUTHERN REGIONAL MEDICAL CENTER,GA,12060.0,12060,2023-01-01,2023-12-31,598.63,32191.0,233.0,18.596191482091267,2.569227467811159
111312,SCREVEN COUNTY HOSPITAL,GA,99911.0,99911,2023-01-01,2023-12-31,62.15,2185.0,25.0,28.443935926773452,2.4859999999999998
111323,TATTNALL HOSPITAL COMPANY  LLC,GA,99911.0,99911,2023-01-01,2023-12-31,266.55,1275.0,25.0,209.05882352941177,10.662
112017,LANDMARK HOSPITAL OF ATHENS  LLC,GA,12020.0,12020,2023-01-01,2023-12-31,80.0,9436.0,42.0,8.47816871555744,1.9047619047619047
113029,AHN REHABILITATION HOSPITAL,GA,31420.0,31420,2023-01-01,2023-12-31,190.78,16654.0,58.0,11.455506184700372,3.2893103448275864
114012,RIDGEVIEW INSTITUTE SMYRNA,GA,12060.0,12060,2023-01-01,2023-12-31,296.8,50055.0,188.0,5.929477574667866,1.5787234042553193
114037,RIDGEVIEW INSTITUTE MONROE,GA,12060.0,12060,2023-01-01,2023-12-31,193.1,34795.0,111.0,5.549647937922115,1.7396396396396396
171325,GRAHAM COUNTY HOSPITAL,KS,99917.0,99917,2023-01-01,2023-12-31,59.54,1092.0,15.0,54.523809523809526,3.969333333333333
172007,SSH - WICHITA  INC.,KS,48620.0,48620,2023-01-01,2023-12-31,125.01,13659.0,48.0,9.152207335822535,2.604375
180001,ST ELIZABETH FT THOMAS,KY,17140.0,17140,2023-01-01,2023-12-31,620.48,27335.0,106.0,22.699103713188222,5.8535849056603775
180095,CRITTENDEN COMMUNITY HOSPITAL LLC,KY,99918.0,99918,2023-01-01,2023-12-31,99.34,2875.0,48.0,34.553043478260875,2.0695833333333336
181319,BRECKINRIDGE HEALTH  INC,KY,99918.0,99918,2023-01-01,2023-12-31,347.97,1793.0,25.0,194.07138873396542,13.918800000000001
181327,MARSHALL COUNTY HOSPITAL,KY,99918.0,99918,2023-01-01,2023-12-31,191.92,1443.0,25.0,133.000693000693,7.676799999999999
220126,STEWARD NORWOOD HOSPITAL,MA,14454.0,14454,2023-01-01,2023-12-31,,,,,
240093,MCHS - SOUTHWEST MINNESOTA REGION,MN,31860.0,31860,2023-01-01,2023-12-31,1692.37,40848.0,118.0,41.430914610262434,14.342118644067796
241366,MEEKER COUNTY MEMORIAL HOSPITAL,MN,99924.0,99924,2023-01-01,2023-12-31,186.76,2576.0,25.0,72.5,7.4704
251335,OCHSNER STENNIS HOSPITAL,MS,99925.0,99925,2023-01-01,2023-12-31,57.57,2910.0,25.0,19.783505154639176,2.3028
252005,SSH - GULF COAST,MS,25060.0,25060,2023-01-01,2023-12-31,117.16,11804.0,36.0,9.925449000338867,3.2544444444444443
271336,LOGAN HEALTH WHITEFISH,MT,99927.0,99927,2023-04-01,2023-12-31,350.36,4120.0,25.0,85.03883495145631,14.0144
271337,LOGAN HEALTH  CUTBANK,MT,99927.0,99927,2023-04-01,2023-12-31,39.89,214.0,20.0,186.40186915887853,1.9945
310009,CLARA MAASS MEDICAL CENTER,NJ,35084.0,35084,2023-01-01,2023-12-31,1301.2,67598.0,259.0,19.24909020976952,5.023938223938224
310069,INSPIRA MEDICAL CENTER MULLICA HILL,NJ,15804.0,15804,2023-01-01,2023-12-31,2036.63,70176.0,286.0,29.021745326037394,7.121083916083917
310076,COOPERMAN BARNABAS MEDICAL CENTER,NJ,35084.0,35084,2023-01-01,2023-12-31,3360.31,181039.0,597.0,18.56124923359055,5.628659966499162
313025,KESSLER INSTITUTE FOR REHABILIATATIO,NJ,35084.0,35084,2023-01-01,2023-12-31,1146.65,95133.0,336.0,12.053125624126224,3.4126488095238097
321306,LINCOLN COUNTY MEDICAL CENTER,NM,99932.0,99932,2023-01-01,2023-12-31,284.11,4670.0,25.0,60.8372591006424,11.3644
330027,NASSAU UNIVERSITY MEDICAL CENTER,NY,35004.0,35004,2023-01-01,2023-12-31,3343.2,76994.0,326.0,43.42156531677792,10.25521472392638
330033,CHENANGO MEMORIAL HOSPITAL,NY,99933.0,99933,2023-01-01,2023-12-31,311.3,4106.0,58.0,75.81587920116903,5.367241379310345
330094,COLUMBIA MEMORIAL HOSPITAL,NY,99933.0,99933,2023-01-01,2023-12-31,1036.2,24878.0,192.0,41.65125813972184,5.3968750000000005
330103,UPPER ALLEGHENY HEALTH SYSTEM,NY,99933.0,99933,2023-01-01,2023-12-31,899.53,36373.0,202.0,24.73070684298793,4.453118811881188
330104,MONTEFIORE NYACK HOSPITAL,NY,35614.0,35614,2023-01-01,2023-12-31,1305.6,55443.0,237.0,23.548509279800875,5.508860759493671
330158,GOOD SAMARITAN HOSPITAL,NY,35614.0,35614,2023-01-01,2023-12-31,1506.8,70630.0,286.0,21.33371088772476,5.268531468531468
330198,SOUTH NASSAU COMMUNITIES HOSPITAL,NY,35004.0,35004,2023-01-01,2023-12-31,3279.0,93111.0,312.0,35.21603247736572,10.509615384615385
330264,ST. LUKES CORNWALL HOSPITAL,NY,39100.0,39100,2023-01-01,2023-12-31,1049.1,43607.0,193.0,24.058064072281972,5.435751295336787
330331,PLAINVIEW HOSPITAL,NY,35004.0,35004,2023-01-01,2023-12-31,1376.0,40708.0,156.0,33.80170973764371,8.820512820512821
330410,TERENCE CARDINAL COOKE HEALTH CARE,NY,35614.0,35614,2023-01-01,2023-12-31,77.08,20419.0,56.0,3.7749155198589546,1.3764285714285713
350011,SANFORD MEDICAL CENTER - FARGO,ND,22020.0,22020,2023-01-01,2023-12-31,6178.28,124489.0,493.0,49.62912385833286,12.532008113590264
351312,NORTHWOOD DEACONESS HEALTH CENTER,ND,24220.0,24220,2023-01-01,2023-12-31,50.45,1689.0,12.0,29.86974541148609,4.204166666666667
360002,UH SAMARITAN MEDICAL CENTER,OH,99936.0,99936,2023-01-01,2023-12-31,378.36,7165.0,38.0,52.80669923237963,9.956842105263158
360013,WILSON MEMORIAL HOSPITAL,OH,99936.0,99936,2023-01-01,2023-12-31,388.6,6358.0,44.0,61.11984900912237,8.831818181818182
360016,JEWISH HOSPITAL OF CINCINNATI,OH,17140.0,17140,2023-01-01,2023-12-31,1044.43,54607.0,170.0,19.126302488691927,6.143705882352942
360041,UH PARMA MEDICAL CENTER,OH,17460.0,17460,2023-01-01,2023-12-31,1000.49,34811.0,179.0,28.740627962425673,5.589329608938548
360055,TRUMBULL MEMORIAL HOSPITAL,OH,49660.0,49660,2023-01-01,2023-12-31,733.64,28904.0,197.0,25.3819540548021,3.724060913705584
360064,ST. ELIZABETH HEALTH CENTER,OH,49660.0,49660,2023-01-01,2023-12-31,1762.52,89877.0,323.0,19.610356375936,5.45671826625387
360071,VAN WERT COUNTY HOSPITAL,OH,99936.0,99936,2023-01-01,2023-12-31,207.81,2485.0,34.0,83.62575452716298,6.112058823529412
360072,FAIRFIELD MEDICAL CENTER,OH,18140.0,18140,2023-01-01,2023-12-31,1356.0,37107.0,185.0,36.54297032904843,7.3297297297297295
360089,MERCY HEALTH-TIFFIN  HOSPITAL LLC,OH,99936.0,99936,2023-01-01,2023-12-31,269.73,8248.0,35.0,32.70247332686712,7.706571428571429
360107,THE BELLEVUE HOSPITAL,OH,99936.0,99936,2023-01-01,2023-12-31,298.38,3749.0,50.0,79.58922379301146,5.9676
360109,COSHOCTON REGIONAL MEDICAL CENTER,OH,99936.0,99936,2023-01-01,2023-12-31,243.16,4609.0,56.0,52.75764807984378,4.342142857142857
360125,ASHTABULA COUNTY MEDICAL CENTER,OH,99936.0,99936,2023-01-01,2023-12-31,757.47,17917.0,105.0,42.27660880727801,7.214
360132,KETTERING HEALTH HAMILTON,OH,17140.0,17140,2023-01-01,2023-12-31,687.31,24281.0,138.0,28.306494790165146,4.980507246376812
360352,THE SURGICAL HOSPITAL AT SOUTHWOODS,OH,49660.0,49660,2023-01-01,2023-12-31,996.09,1225.0,24.0,813.134693877551,41.503750000000004
360360,SOIN MEDICAL CENTER,OH,19430.0,19430,2023-01-01,2023-12-31,978.22,41005.0,168.0,23.85611510791367,5.822738095238096
360367,LAKE HEALTH BEACHWOOD MEDICAL CENTER,OH,17460.0,17460,2023-01-01,2023-12-31,145.44,701.0,24.0,207.47503566333808,6.06
360368,KETTERING HEALTH TROY,OH,19430.0,19430,2023-01-01,2023-12-31,247.95,5462.0,28.0,45.39545953863053,8.855357142857143
361330,HOCKING VALLEY,OH,18140.0,18140,2023-01-01,2023-12-31,244.71,4592.0,25.0,53.29050522648084,9.788400000000001
361331,FAYETTE COUNTY MEMORIAL HOSP,OH,99936.0,99936,2023-01-01,2023-12-31,232.72,3248.0,25.0,71.65024630541872,9.3088
362024,SSH - YOUNGSTOWN,OH,49660.0,49660,2023-01-01,2023-12-31,73.01,6357.0,31.0,11.484977190498665,2.355161290322581
363026,HILLSIDE HOSPITAL,OH,49660.0,49660,2023-01-01,2023-12-31,140.26,10267.0,65.0,13.661244764780363,2.1578461538461537
363305,NATIONWIDE CHILDRENS HOSPITAL,OH,18140.0,18140,2023-01-01,2023-12-31,9873.44,168143.0,701.0,58.72049386534081,14.084793152639088
363309,NATIONWIDE CHILDRENS HOSP TOLEDO LLC,OH,45780.0,45780,2023-01-01,2023-12-31,84.0,9727.0,46.0,8.63575614269559,1.826086956521739
391306,ENDLESS MOUNTAINS HEALTH SYSTEMS,PA,99939.0,99939,2023-01-01,2023-12-31,167.19,1694.0,25.0,98.69539551357732,6.6876
404007,HOSPITAL PSIQUIATRICO CABO ROJO,PR,41900.0,41900,2023-01-01,2023-12-31,121.25,10980.0,39.0,11.04280510018215,3.108974358974359
430097,SANFORD ABERDEEN MEDICAL CENTER,SD,99943.0,99943,2023-01-01,2023-12-31,331.6,3925.0,48.0,84.48407643312103,6.908333333333334
450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX,48660.0,48660,2023-01-01,2023-12-31,1918.96,63675.0,244.0,30.136788378484493,7.864590163934427
450424,SAN JACINTO METHODIST HOSPITAL,TX,26420.0,26420,2023-01-01,2023-12-31,1760.64,67716.0,254.0,26.000354421407057,6.931653543307087
450889,TEXAS INSTITUTE  FOR SURGERY AT PRES,TX,19124.0,19124,2023-01-01,2023-12-31,162.34,593.0,9.0,273.76053962900505,18.037777777777777
452022,SSH - DALLAS  INC.,TX,19124.0,19124,2023-01-01,2023-12-31,193.51,18199.0,61.0,10.633001813286443,3.172295081967213
520037,MARSHFIELD MEDICAL CENTER,WI,99952.0,99952,2023-01-01,2023-12-31,2591.88,65549.0,215.0,39.541106653038185,12.055255813953488
520198,AURORA MEDICAL CENTER OSHKOSH,WI,36780.0,36780,2023-01-01,2023-12-31,583.52,15180.0,83.0,38.440052700922266,7.030361445783132
520207,AURORA MEDICAL CENTER GRAFTON,WI,33340.0,33340,2023-01-01,2023-12-31,877.05,30847.0,133.0,28.43226245664084,6.594360902255639
021301,PROVIDENCE VALDEZ MEDICAL CENTER,AK,99902.0,99902,2023-01-01,2023-12-31,76.1,608.0,11.0,125.16447368421052,6.918181818181818
021302,PROVIDENCE SEWARD MEDICAL & CARE CEN,AK,99902.0,99902,2023-01-01,2023-12-31,89.07,243.0,6.0,366.5432098765432,14.844999999999999
022001,ALASKA SPECIALTY HOSPITAL  LLC,AK,11260.0,11260,2023-01-01,2023-12-31,154.77,4215.0,21.0,36.71886120996441,7.37
042011,ADVANCED CARE HOSPITAL OF WHITE CO.,AR,99904.0,99904,2022-10-01,2023-09-30,48.27,4106.0,20.0,11.755966877739894,2.4135
053043,PALOMAR HEALTH REHABILITATION INSTIT,CA,41740.0,41740,2023-01-01,2023-12-31,98.4,11540.0,52.0,8.526863084922011,1.8923076923076925
053046,SACRAMENTO SIERRA REHAB HOSPITAL,CA,40900.0,40900,2023-04-24,2023-12-31,33.0,2873.0,52.0,11.48625130525583,0.6346153846153846
060125,ADVENT HEALTH CASTLE ROCK HOSP,CO,19740.0,19740,2023-01-01,2023-12-31,545.76,15478.0,89.0,35.26036955679028,6.132134831460674
061327,SOUTHWEST MEMORIAL HOSPITAL,CO,99906.0,99906,2023-01-01,2023-12-31,271.29,3877.0,20.0,69.97420686097499,13.5645
140291,GOOD SHEPHERD HOSPITAL,IL,29404.0,29404,2023-01-01,2023-12-31,945.63,38418.0,176.0,24.614243323442135,5.372897727272727
170198,SUMMIT SURGICAL  LLC,KS,99917.0,99917,2023-01-01,2023-12-31,55.22,937.0,10.0,58.93276414087513,5.522
171374,FREDONIA REGIONAL HOSPITAL,KS,99917.0,99917,2023-01-01,2023-12-31,85.06,716.0,25.0,118.79888268156424,3.4024
220020,STEWARD ST. ANNES HOSPITAL,MA,39300.0,39300,2023-01-01,2023-12-31,1048.47,42335.0,154.0,24.76603283335302,6.808246753246753
254007,BRENTWOOD BEHAVIORAL HEALTHCARE,MS,27140.0,27140,2023-01-01,2023-12-31,168.0,17790.0,105.0,9.443507588532885,1.6
271323,CLARK FORK VALLEY HOSPITAL,MT,99927.0,99927,2023-01-01,2023-12-31,148.62,1937.0,16.0,76.72689726381002,9.28875
330028,RICHMOND UNIVERSITY MEDICAL CENTER,NY,35614.0,35614,2023-01-01,2023-12-31,2512.9,61449.0,209.0,40.89407476118407,12.023444976076556
330126,GARNET HEALTH MEDICAL CENTER,NY,39100.0,39100,2023-01-01,2023-12-31,2625.9,99556.0,329.0,26.37610992808068,7.9814589665653495
330144,IRA DAVENPORT MEMORIAL HOSPITAL  INC,NY,99933.0,99933,2023-01-01,2023-12-31,187.7,846.0,15.0,221.8676122931442,12.513333333333332
330157,SAMARITAN MEDICAL CENTER,NY,48060.0,48060,2023-01-01,2023-12-31,1581.43,39902.0,165.0,39.632850483685026,9.584424242424243
330162,NORTHERN WESTCHESTER HOSPITAL,NY,35614.0,35614,2023-01-01,2023-12-31,1719.7,34440.0,162.0,49.93321718931475,10.615432098765432
330193,FLUSHING HOSPITAL MEDICAL CENTER,NY,35614.0,35614,2023-01-01,2023-12-31,1795.36,56217.0,247.0,31.936247042709496,7.268663967611336
330203,CROUSE HOSPITAL,NY,45060.0,45060,2023-01-01,2023-12-31,2232.85,117774.0,502.0,18.958768488800583,4.447908366533865
330205,ST ANTHONYS COMMUNITY HOSPITAL,NY,39100.0,39100,2023-01-01,2023-12-31,285.2,7950.0,60.0,35.874213836477985,4.753333333333333
330208,ST. JOHNS RIVERSIDE HOSPITAL,NY,35614.0,35614,2023-01-01,2023-12-31,1819.1,86904.0,319.0,20.93229310503544,5.702507836990596
331310,ELLENVILLE REGIONAL HOSPITAL,NY,28740.0,28740,2023-01-01,2023-12-31,202.0,5126.0,25.0,39.40694498634413,8.08
373033,MERCY REHABILITATION HOSPITAL OKLAHO,OK,36420.0,36420,2023-01-01,2023-12-31,140.74,15455.0,66.0,9.106438045939827,2.1324242424242428
374012,BROOKHAVEN MEADOWBROOK HOSPITAL,OK,,,2023-01-01,2023-12-31,,,,,
420011,CANNON MEMORIAL HOSPITAL,SC,24860.0,24860,2023-01-01,2023-12-31,145.93,2100.0,42.0,69.4904761904762,3.47452380952381
431307,SANFORD MEDICAL CENTER CLEAR LAKE,SD,99943.0,99943,2023-01-01,2023-12-31,34.88,1020.0,10.0,34.196078431372555,3.4880000000000004
441322,HOUSTON COUNTY COMMUNITY HOSPITAL,TN,99944.0,99944,2023-01-01,2023-12-31,86.52,4395.0,25.0,19.686006825938566,3.4608
444005,BEHAVORIAL HEALTHCARE CENTERS,TN,99944.0,99944,2023-01-01,2023-12-31,32.4,4607.0,16.0,7.032776210115042,2.025
444031,KNOXVILLE CENTER FOR BEHAVIORAL MEDI,TN,28940.0,28940,2023-01-01,2023-12-31,113.0,16948.0,64.0,6.667453386830304,1.765625
450694,EL CAMPO MEMORIAL HOSPITAL,TX,99945.0,99945,2023-01-01,2023-12-31,220.73,3471.0,26.0,63.59262460386056,8.489615384615384
450864,TEXAS SPINE AND JOINT HOSPITAL,TX,46340.0,46340,2023-01-01,2023-12-31,392.1,3645.0,20.0,107.57201646090536,19.605
490004,SENTARA RMH MEDICAL CENTER,VA,25500.0,25500,2023-01-01,2023-12-31,1755.06,44440.0,238.0,39.49279927992799,7.374201680672269
490007,SENTARA NORFOLK GENERAL HOSPITAL,VA,47260.0,47260,2023-01-01,2023-12-31,3661.94,168038.0,472.0,21.79233268665421,7.758347457627119
490013,HALIFAX REGIONAL HOSPITAL,VA,99949.0,99949,2023-01-01,2023-12-31,347.66,9655.0,44.0,36.00828586224755,7.901363636363637
490018,AUGUSTA MEDICAL CENTER,VA,44420.0,44420,2023-01-01,2023-12-31,1566.29,37898.0,193.0,41.329093883582246,8.115492227979274
490037,SHORE MEMORIAL HOSPITAL,VA,99949.0,99949,2023-01-01,2023-12-31,299.55,6795.0,52.0,44.08388520971303,5.760576923076924
490044,SENTARA OBICI HOSPITAL,VA,47260.0,47260,2023-01-01,2023-12-31,1194.89,47393.0,186.0,25.212373135273143,6.424139784946237
490046,SENTARA LEIGH HOSPITAL,VA,47260.0,47260,2023-01-01,2023-12-31,1806.9,87218.0,274.0,20.71705381916577,6.594525547445256
490050,VIRGINIA HOSPITAL CENTER ARLINGTON,VA,47894.0,47894,2023-01-01,2023-12-31,2798.44,103498.0,385.0,27.038590117683434,7.268675324675325
490052,RIVERSIDE REGIONAL MEDICAL CENTER,VA,47260.0,47260,2023-01-01,2023-12-31,2876.74,133906.0,433.0,21.48327931534061,6.643741339491917
490057,SENTARA VA. BEACH GENERAL HOSPITAL,VA,47260.0,47260,2023-01-01,2023-12-31,1553.16,73960.0,239.0,21.0,6.498577405857741
490066,SENTARA WILLIAMSBURG REGIONAL MEDICA,VA,47260.0,47260,2023-01-01,2023-12-31,759.11,25822.0,123.0,29.397800325304004,6.171626016260163
490067,BON SECOURS SOUTHSIDE MEDICAL CENTER,VA,40060.0,40060,2023-01-01,2023-12-31,916.58,62049.0,300.0,14.771873841641284,3.055266666666667
490075,DANVILLE REGIONAL MEDICAL CENTER,VA,99949.0,99949,2023-01-01,2023-12-31,1339.47,37949.0,205.0,35.29658225513189,6.534
490077,SENTARA MARTHA JEFFERSON HOSPITAL,VA,16820.0,16820,2023-01-01,2023-12-31,1130.43,32441.0,150.0,34.84571992232052,7.5362
490093,SENTARA CAREPLEX HOSPITAL,VA,47260.0,47260,2023-01-01,2023-12-31,1079.65,33471.0,169.0,32.25628155716889,6.388461538461539
670076,HERITAGE PARK SURGICAL HOSPITAL,TX,43300.0,43300,2023-01-01,2023-12-31,175.85,910.0,12.0,193.24175824175825,14.654166666666667
673076,REHAB HOSPITAL OF FLOWER MOUND,TX,19124.0,19124,2023-01-01,2023-12-31,79.6,8210.0,29.0,9.695493300852618,2.7448275862068963
050078,PROVIDENCE LTTL CO MARY MC SAN PEDRO,CA,31084.0,31084,2023-01-01,2023-12-31,598.48,21329.0,97.0,28.059449575695066,6.169896907216495
050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,CA,11244.0,11244,2023-01-01,2023-12-31,5258.6,152419.0,512.0,34.50094804453513,10.270703125
